matrix time rows cols nnz iters method
bcsstk06/bcsstk06.mtx 0.0156366 420 420 7860 1024 best
bcsstk07/bcsstk07.mtx 0.0149951 420 420 7860 1024 native
bcsstk07/bcsstk07.mtx 0.0151652 420 420 7860 1024 best
bcsstk08/bcsstk08.mtx 0.0280663 1074 1074 12960 1024 native
bcsstk08/bcsstk08.mtx 0.0281903 1074 1074 12960 1024 best
bcsstk09/bcsstk09.mtx 0.0317202 1083 1083 18437 1024 native
bcsstk09/bcsstk09.mtx 0.0317627 1083 1083 18437 1024 best
bcsstk10/bcsstk10.mtx 0.0390884 1086 1086 22070 1024 native
bcsstk10/bcsstk10.mtx 0.0390595 1086 1086 22070 1024 best
bcsstk11/bcsstk11.mtx 0.0532361 1473 1473 34241 1024 native
bcsstk11/bcsstk11.mtx 0.0538042 1473 1473 34241 1024 best
bcsstk12/bcsstk12.mtx 0.0533812 1473 1473 34241 1024 native
bcsstk12/bcsstk12.mtx 0.053435 1473 1473 34241 1024 best
bcsstk13/bcsstk13.mtx 0.131942 2003 2003 83883 1024 native
bcsstk13/bcsstk13.mtx 0.132436 2003 2003 83883 1024 best
bcsstk14/bcsstk14.mtx 0.103158 1806 1806 63454 1024 native
bcsstk14/bcsstk14.mtx 0.103435 1806 1806 63454 1024 best
bcsstk15/bcsstk15.mtx 0.213166 3948 3948 117816 1024 native
bcsstk15/bcsstk15.mtx 0.199699 3948 3948 117816 1024 best
bcsstk16/bcsstk16.mtx 0.84932 4884 4884 290378 1024 native
bcsstk16/bcsstk16.mtx 0.483914 4884 4884 290378 1024 best
bcsstk17/bcsstk17.mtx 1.31069 10974 10974 428650 1024 native
bcsstk17/bcsstk17.mtx 0.636348 10974 10974 428650 1024 best
bcsstk18/bcsstk18.mtx 0.390199 11948 11948 149090 1024 native
bcsstk18/bcsstk18.mtx 0.400172 11948 11948 149090 1024 best
bcsstk19/bcsstk19.mtx 0.0103521 817 817 6853 1024 native
bcsstk19/bcsstk19.mtx 0.010543 817 817 6853 1024 best
bcsstk20/bcsstk20.mtx 0.0065576 485 485 3135 1024 native
bcsstk20/bcsstk20.mtx 0.00718414 485 485 3135 1024 best
bcsstk21/bcsstk21.mtx 0.0362945 3600 3600 26600 1024 native
bcsstk21/bcsstk21.mtx 0.0369275 3600 3600 26600 1024 best
bcsstk22/bcsstk22.mtx 0.00194014 138 138 696 1024 native
bcsstk22/bcsstk22.mtx 0.00175748 138 138 696 1024 best
bcsstk23/bcsstk23.mtx 0.0900835 3134 3134 45178 1024 native
bcsstk23/bcsstk23.mtx 0.0909284 3134 3134 45178 1024 best
bcsstk24/bcsstk24.mtx 0.321824 3562 3562 159910 1024 native
bcsstk24/bcsstk24.mtx 0.311772 3562 3562 159910 1024 best
bcsstk25/bcsstk25.mtx 0.892726 15439 15439 252241 1024 native
bcsstk25/bcsstk25.mtx 0.49604 15439 15439 252241 1024 best
bcsstk26/bcsstk26.mtx 0.0597235 1922 1922 30336 1024 native
bcsstk26/bcsstk26.mtx 0.0593883 1922 1922 30336 1024 best
bcsstk27/bcsstk27.mtx 0.08534 1224 1224 56126 1024 native
bcsstk27/bcsstk27.mtx 0.0855498 1224 1224 56126 1024 best
bcsstk28/bcsstk28.mtx 0.614808 4410 4410 219024 1024 native
bcsstk28/bcsstk28.mtx 0.400115 4410 4410 219024 1024 best
bcsstk29/bcsstk29.mtx 1.73962 13992 13992 619488 1024 native
bcsstk29/bcsstk29.mtx 0.835492 13992 13992 619488 1024 best
bcsstk30/bcsstk30.mtx 5.56639 28924 28924 2043492 1024 native
bcsstk30/bcsstk30.mtx 1.93868 28924 28924 2043492 1024 best
bcsstk31/bcsstk31.mtx 3.57043 35588 35588 1181416 1024 native
bcsstk31/bcsstk31.mtx 1.32715 35588 35588 1181416 1024 best
bcsstk32/bcsstk32.mtx 5.84813 44609 44609 2014701 1024 native
bcsstk32/bcsstk32.mtx 1.97019 44609 44609 2014701 1024 best
bcsstm01/bcsstm01.mtx 0.000154027 48 48 48 1024 native
bcsstm01/bcsstm01.mtx 0.000217049 48 48 48 1024 best
bcsstm02/bcsstm02.mtx 0.000200227 66 66 66 1024 native
bcsstm02/bcsstm02.mtx 0.000235794 66 66 66 1024 best
bcsstm03/bcsstm03.mtx 0.000421945 112 112 112 1024 native
bcsstm03/bcsstm03.mtx 0.000435507 112 112 112 1024 best
bcsstm04/bcsstm04.mtx 0.000496125 132 132 132 1024 native
bcsstm04/bcsstm04.mtx 0.000542891 132 132 132 1024 best
bcsstm05/bcsstm05.mtx 0.000438328 153 153 153 1024 native
bcsstm05/bcsstm05.mtx 0.000450216 153 153 153 1024 best
bcsstm06/bcsstm06.mtx 0.000963943 420 420 420 1024 native
bcsstm06/bcsstm06.mtx 0.00103073 420 420 420 1024 best
bcsstm07/bcsstm07.mtx 0.0140105 420 420 7252 1024 native
bcsstm07/bcsstm07.mtx 0.0140087 420 420 7252 1024 best
bcsstm08/bcsstm08.mtx 0.00347074 1074 1074 1074 1024 native
bcsstm08/bcsstm08.mtx 0.00319192 1074 1074 1074 1024 best
bcsstm09/bcsstm09.mtx 0.00336226 1083 1083 1083 1024 native
bcsstm09/bcsstm09.mtx 0.00368784 1083 1083 1083 1024 best
bcsstm10/bcsstm10.mtx 0.0394275 1086 1086 22092 1024 native
bcsstm10/bcsstm10.mtx 0.0393915 1086 1086 22092 1024 best
bcsstm11/bcsstm11.mtx 0.00363755 1473 1473 1473 1024 native
bcsstm11/bcsstm11.mtx 0.00373388 1473 1473 1473 1024 best
bcsstm12/bcsstm12.mtx 0.0364412 1473 1473 19659 1024 native
bcsstm12/bcsstm12.mtx 0.036397 1473 1473 19659 1024 best
bcsstm13/bcsstm13.mtx 0.0435503 2003 2003 21943 1024 native
bcsstm13/bcsstm13.mtx 0.0435014 2003 2003 21943 1024 best
bcsstm19/bcsstm19.mtx 0.00246334 817 817 817 1024 native
bcsstm19/bcsstm19.mtx 0.00254995 817 817 817 1024 best
bcsstm20/bcsstm20.mtx 0.00132983 485 485 485 1024 native
bcsstm20/bcsstm20.mtx 0.00125192 485 485 485 1024 best
bcsstm21/bcsstm21.mtx 0.00785303 3600 3600 3600 1024 native
bcsstm21/bcsstm21.mtx 0.00806996 3600 3600 3600 1024 best
bcsstm22/bcsstm22.mtx 0.000527532 138 138 138 1024 native
bcsstm22/bcsstm22.mtx 0.000514202 138 138 138 1024 best
bcsstm23/bcsstm23.mtx 0.00689102 3134 3134 3134 1024 native
bcsstm23/bcsstm23.mtx 0.00697706 3134 3134 3134 1024 best
bcsstm24/bcsstm24.mtx 0.00775046 3562 3562 3562 1024 native
bcsstm24/bcsstm24.mtx 0.00781671 3562 3562 3562 1024 best
bcsstm25/bcsstm25.mtx 0.0381154 15439 15439 15439 1024 native
bcsstm25/bcsstm25.mtx 0.0399179 15439 15439 15439 1024 best
bcsstm26/bcsstm26.mtx 0.00422968 1922 1922 1922 1024 native
bcsstm26/bcsstm26.mtx 0.00430767 1922 1922 1922 1024 best
bcsstm27/bcsstm27.mtx 0.085168 1224 1224 56126 1024 native
bcsstm27/bcsstm27.mtx 0.0852891 1224 1224 56126 1024 best
beacxc/beacxc.mtx 0.0698537 497 506 50409 1024 native
beacxc/beacxc.mtx 0.0700077 497 506 50409 1024 best
beaflw/beaflw.mtx 0.0738671 497 507 53403 1024 native
beaflw/beaflw.mtx 0.0736688 497 507 53403 1024 best
beause/beause.mtx 0.0623688 497 507 44551 1024 native
beause/beause.mtx 0.0624035 497 507 44551 1024 best
blckhole/blckhole.mtx 0.020151 2132 2132 14872 1024 native
blckhole/blckhole.mtx 0.0201005 2132 2132 14872 1024 best
bp_0/bp_0.mtx 0.0132385 822 822 3276 1024 native
bp_0/bp_0.mtx 0.0129533 822 822 3276 1024 best
bp_1000/bp_1000.mtx 0.0158637 822 822 4661 1024 native
bp_1000/bp_1000.mtx 0.0157961 822 822 4661 1024 best
bp_1200/bp_1200.mtx 0.0159762 822 822 4726 1024 native
bp_1200/bp_1200.mtx 0.0159158 822 822 4726 1024 best
bp_1400/bp_1400.mtx 0.0160613 822 822 4790 1024 native
bp_1400/bp_1400.mtx 0.016133 822 822 4790 1024 best
bp_1600/bp_1600.mtx 0.015948 822 822 4841 1024 native
bp_1600/bp_1600.mtx 0.0158699 822 822 4841 1024 best
bp_200/bp_200.mtx 0.014396 822 822 3802 1024 native
bp_200/bp_200.mtx 0.0143052 822 822 3802 1024 best
bp_400/bp_400.mtx 0.0149779 822 822 4028 1024 native
bp_400/bp_400.mtx 0.0148898 822 822 4028 1024 best
bp_600/bp_600.mtx 0.0150866 822 822 4172 1024 native
bp_600/bp_600.mtx 0.0152313 822 822 4172 1024 best
bp_800/bp_800.mtx 0.0159594 822 822 4534 1024 native
bp_800/bp_800.mtx 0.0163595 822 822 4534 1024 best
can_1054/can_1054.mtx 0.0221952 1054 1054 12196 1024 native
can_1054/can_1054.mtx 0.0220678 1054 1054 12196 1024 best
can_1072/can_1072.mtx 0.0226647 1072 1072 12444 1024 native
can_1072/can_1072.mtx 0.0227192 1072 1072 12444 1024 best
can_144/can_144.mtx 0.002264 144 144 1296 1024 native
can_144/can_144.mtx 0.00281069 144 144 1296 1024 best
can_161/can_161.mtx 0.00238045 161 161 1377 1024 native
can_161/can_161.mtx 0.0030797 161 161 1377 1024 best
can_187/can_187.mtx 0.00269429 187 187 1491 1024 native
can_187/can_187.mtx 0.00240965 187 187 1491 1024 best
can_229/can_229.mtx 0.00355897 229 229 1777 1024 native
can_229/can_229.mtx 0.00308016 229 229 1777 1024 best
can_24/can_24.mtx 0.000527378 24 24 160 1024 native
can_24/can_24.mtx 0.000574512 24 24 160 1024 best
can_256/can_256.mtx 0.00690686 256 256 2916 1024 native
can_256/can_256.mtx 0.00574405 256 256 2916 1024 best
can_268/can_268.mtx 0.00537259 268 268 3082 1024 native
can_268/can_268.mtx 0.00543121 268 268 3082 1024 best
can_292/can_292.mtx 0.00578479 292 292 2540 1024 native
can_292/can_292.mtx 0.00585301 292 292 2540 1024 best
can_445/can_445.mtx 0.00842341 445 445 3809 1024 native
can_445/can_445.mtx 0.00814983 445 445 3809 1024 best
can_61/can_61.mtx 0.00190164 61 61 557 1024 native
can_61/can_61.mtx 0.00203886 61 61 557 1024 best
can_62/can_62.mtx 0.000766628 62 62 218 1024 native
can_62/can_62.mtx 0.000778925 62 62 218 1024 best
can_634/can_634.mtx 0.0155664 634 634 7228 1024 native
can_634/can_634.mtx 0.0153945 634 634 7228 1024 best
can_715/can_715.mtx 0.0115398 715 715 6665 1024 native
can_715/can_715.mtx 0.012456 715 715 6665 1024 best
can_73/can_73.mtx 0.000863065 73 73 377 1024 native
can_73/can_73.mtx 0.0010897 73 73 377 1024 best
can_838/can_838.mtx 0.015006 838 838 10010 1024 native
can_838/can_838.mtx 0.0154698 838 838 10010 1024 best
can_96/can_96.mtx 0.00161919 96 96 768 1024 native
can_96/can_96.mtx 0.00121829 96 96 768 1024 best
curtis54/curtis54.mtx 0.00121902 54 54 291 1024 native
curtis54/curtis54.mtx 0.0011927 54 54 291 1024 best
dwt_1005/dwt_1005.mtx 0.0196651 1005 1005 8621 1024 native
dwt_1005/dwt_1005.mtx 0.0199432 1005 1005 8621 1024 best
dwt_1007/dwt_1007.mtx 0.0119211 1007 1007 8575 1024 native
dwt_1007/dwt_1007.mtx 0.011765 1007 1007 8575 1024 best
dwt_1242/dwt_1242.mtx 0.0194236 1242 1242 10426 1024 native
dwt_1242/dwt_1242.mtx 0.0193722 1242 1242 10426 1024 best
dwt_162/dwt_162.mtx 0.00280948 162 162 1182 1024 native
dwt_162/dwt_162.mtx 0.00302294 162 162 1182 1024 best
dwt_193/dwt_193.mtx 0.00639416 193 193 3493 1024 native
dwt_193/dwt_193.mtx 0.00711577 193 193 3493 1024 best
dwt_198/dwt_198.mtx 0.00345951 198 198 1392 1024 native
dwt_198/dwt_198.mtx 0.00347125 198 198 1392 1024 best
dwt_209/dwt_209.mtx 0.00550856 209 209 1743 1024 native
dwt_209/dwt_209.mtx 0.00562086 209 209 1743 1024 best
dwt_221/dwt_221.mtx 0.00547219 221 221 1629 1024 native
dwt_221/dwt_221.mtx 0.0041907 221 221 1629 1024 best
dwt_234/dwt_234.mtx 0.00362176 234 234 834 1024 native
dwt_234/dwt_234.mtx 0.00371806 234 234 834 1024 best
dwt_245/dwt_245.mtx 0.00575833 245 245 1461 1024 native
dwt_245/dwt_245.mtx 0.00507581 245 245 1461 1024 best
dwt_2680/dwt_2680.mtx 0.0480942 2680 2680 25026 1024 native
dwt_2680/dwt_2680.mtx 0.0485248 2680 2680 25026 1024 best
dwt_307/dwt_307.mtx 0.00587654 307 307 2523 1024 native
dwt_307/dwt_307.mtx 0.00545551 307 307 2523 1024 best
dwt_310/dwt_310.mtx 0.00602167 310 310 2448 1024 native
dwt_310/dwt_310.mtx 0.00484652 310 310 2448 1024 best
dwt_346/dwt_346.mtx 0.0100446 346 346 3226 1024 native
dwt_346/dwt_346.mtx 0.0087412 346 346 3226 1024 best
dwt_361/dwt_361.mtx 0.00561771 361 361 2953 1024 native
dwt_361/dwt_361.mtx 0.00561016 361 361 2953 1024 best
dwt_419/dwt_419.mtx 0.0101243 419 419 3563 1024 native
dwt_419/dwt_419.mtx 0.00862219 419 419 3563 1024 best
dwt_492/dwt_492.mtx 0.00946058 492 492 3156 1024 native
dwt_492/dwt_492.mtx 0.00732328 492 492 3156 1024 best
dwt_503/dwt_503.mtx 0.0115561 503 503 6027 1024 native
dwt_503/dwt_503.mtx 0.0110228 503 503 6027 1024 best
dwt_512/dwt_512.mtx 0.0101433 512 512 3502 1024 native
dwt_512/dwt_512.mtx 0.00937418 512 512 3502 1024 best
dwt_59/dwt_59.mtx 0.00107424 59 59 267 1024 native
dwt_59/dwt_59.mtx 0.000747386 59 59 267 1024 best
dwt_592/dwt_592.mtx 0.00812138 592 592 5104 1024 native
dwt_592/dwt_592.mtx 0.00887431 592 592 5104 1024 best
dwt_607/dwt_607.mtx 0.00981404 607 607 5131 1024 native
dwt_607/dwt_607.mtx 0.00995364 607 607 5131 1024 best
dwt_66/dwt_66.mtx 0.000627303 66 66 320 1024 native
dwt_66/dwt_66.mtx 0.000638498 66 66 320 1024 best
dwt_72/dwt_72.mtx 0.00114483 72 72 222 1024 native
dwt_72/dwt_72.mtx 0.000847499 72 72 222 1024 best
dwt_758/dwt_758.mtx 0.00980908 758 758 5994 1024 native
dwt_758/dwt_758.mtx 0.00998155 758 758 5994 1024 best
dwt_869/dwt_869.mtx 0.0135169 869 869 7285 1024 native
dwt_869/dwt_869.mtx 0.0132523 869 869 7285 1024 best
dwt_87/dwt_87.mtx 0.001764 87 87 541 1024 native
dwt_87/dwt_87.mtx 0.00184896 87 87 541 1024 best
dwt_878/dwt_878.mtx 0.00978311 878 878 7448 1024 native
dwt_878/dwt_878.mtx 0.0105475 878 878 7448 1024 best
dwt_918/dwt_918.mtx 0.0145817 918 918 7384 1024 native
dwt_918/dwt_918.mtx 0.0147742 918 918 7384 1024 best
dwt_992/dwt_992.mtx 0.0225299 992 992 16744 1024 native
dwt_992/dwt_992.mtx 0.0224641 992 992 16744 1024 best
eris1176/eris1176.mtx 0.0331168 1176 1176 18552 1024 native
eris1176/eris1176.mtx 0.0333193 1176 1176 18552 1024 best
fs_183_1/fs_183_1.mtx 0.0048961 183 183 1069 1024 native
fs_183_1/fs_183_1.mtx 0.00340595 183 183 1069 1024 best
fs_183_3/fs_183_3.mtx 0.00389181 183 183 1069 1024 native
fs_183_3/fs_183_3.mtx 0.00443975 183 183 1069 1024 best
fs_183_4/fs_183_4.mtx 0.00389815 183 183 1069 1024 native
fs_183_4/fs_183_4.mtx 0.0039795 183 183 1069 1024 best
fs_183_6/fs_183_6.mtx 0.00393022 183 183 1069 1024 native
fs_183_6/fs_183_6.mtx 0.0040074 183 183 1069 1024 best
fs_541_1/fs_541_1.mtx 0.00626915 541 541 4285 1024 native
fs_541_1/fs_541_1.mtx 0.0063738 541 541 4285 1024 best
fs_541_2/fs_541_2.mtx 0.00625356 541 541 4285 1024 native
fs_541_2/fs_541_2.mtx 0.00681244 541 541 4285 1024 best
fs_541_3/fs_541_3.mtx 0.00657358 541 541 4285 1024 native
fs_541_3/fs_541_3.mtx 0.00644554 541 541 4285 1024 best
fs_541_4/fs_541_4.mtx 0.00651271 541 541 4285 1024 native
fs_541_4/fs_541_4.mtx 0.00636795 541 541 4285 1024 best
fs_680_1/fs_680_1.mtx 0.00487658 680 680 2646 1024 native
fs_680_1/fs_680_1.mtx 0.00402109 680 680 2646 1024 best
fs_680_2/fs_680_2.mtx 0.00394054 680 680 2646 1024 native
fs_680_2/fs_680_2.mtx 0.00399253 680 680 2646 1024 best
fs_680_3/fs_680_3.mtx 0.00388001 680 680 2646 1024 native
fs_680_3/fs_680_3.mtx 0.00473399 680 680 2646 1024 best
fs_760_1/fs_760_1.mtx 0.00920368 760 760 5976 1024 native
fs_760_1/fs_760_1.mtx 0.00946428 760 760 5976 1024 best
fs_760_2/fs_760_2.mtx 0.00928921 760 760 5976 1024 native
fs_760_2/fs_760_2.mtx 0.00942219 760 760 5976 1024 best
fs_760_3/fs_760_3.mtx 0.00929651 760 760 5976 1024 native
fs_760_3/fs_760_3.mtx 0.00937647 760 760 5976 1024 best
gemat1/gemat1.mtx 0.107064 4929 10595 47369 1024 native
gemat1/gemat1.mtx 0.106922 4929 10595 47369 1024 best
gemat11/gemat11.mtx 0.0900524 4929 4929 33185 1024 native
gemat11/gemat11.mtx 0.0897156 4929 4929 33185 1024 best
gemat12/gemat12.mtx 0.0919336 4929 4929 33111 1024 native
gemat12/gemat12.mtx 0.0920239 4929 4929 33111 1024 best
gent113/gent113.mtx 0.00203788 113 113 655 1024 native
gent113/gent113.mtx 0.00318332 113 113 655 1024 best
gr_30_30/gr_30_30.mtx 0.00958413 900 900 7744 1024 native
gr_30_30/gr_30_30.mtx 0.00964671 900 900 7744 1024 best
gre_1107/gre_1107.mtx 0.0141722 1107 1107 5664 1024 native
gre_1107/gre_1107.mtx 0.0140701 1107 1107 5664 1024 best
gre_115/gre_115.mtx 0.00153034 115 115 421 1024 native
gre_115/gre_115.mtx 0.00153576 115 115 421 1024 best
gre_185/gre_185.mtx 0.00456051 185 185 1005 1024 native
gre_185/gre_185.mtx 0.00284626 185 185 1005 1024 best
gre_216a/gre_216a.mtx 0.00333784 216 216 876 1024 native
gre_216a/gre_216a.mtx 0.00371993 216 216 876 1024 best
gre_216b/gre_216b.mtx 0.00305112 216 216 876 1024 native
gre_216b/gre_216b.mtx 0.00318051 216 216 876 1024 best
gre_343/gre_343.mtx 0.00566457 343 343 1435 1024 native
gre_343/gre_343.mtx 0.00468093 343 343 1435 1024 best
gre_512/gre_512.mtx 0.00708149 512 512 2192 1024 native
gre_512/gre_512.mtx 0.00639627 512 512 2192 1024 best
hor_131/hor_131.mtx 0.00973011 434 434 4710 1024 native
hor_131/hor_131.mtx 0.00984792 434 434 4710 1024 best
ibm32/ibm32.mtx 0.000433077 32 32 126 1024 native
ibm32/ibm32.mtx 0.000438262 32 32 126 1024 best
illc1033/illc1033.mtx 0.00932032 1033 320 4732 1024 native
illc1033/illc1033.mtx 0.00945228 1033 320 4732 1024 best
illc1850/illc1850.mtx 0.0161087 1850 712 8758 1024 native
illc1850/illc1850.mtx 0.0160066 1850 712 8758 1024 best
impcol_a/impcol_a.mtx 0.00191758 207 207 572 1024 native
impcol_a/impcol_a.mtx 0.00155036 207 207 572 1024 best
impcol_b/impcol_b.mtx 0.000678835 59 59 312 1024 native
impcol_b/impcol_b.mtx 0.000903042 59 59 312 1024 best
impcol_c/impcol_c.mtx 0.00112338 137 137 411 1024 native
impcol_c/impcol_c.mtx 0.00114127 137 137 411 1024 best
impcol_d/impcol_d.mtx 0.00377952 425 425 1339 1024 native
impcol_d/impcol_d.mtx 0.00517721 425 425 1339 1024 best
impcol_e/impcol_e.mtx 0.00277239 225 225 1308 1024 native
impcol_e/impcol_e.mtx 0.00348999 225 225 1308 1024 best
jagmesh1/jagmesh1.mtx 0.00808215 936 936 6264 1024 native
jagmesh1/jagmesh1.mtx 0.00818344 936 936 6264 1024 best
jagmesh2/jagmesh2.mtx 0.00905678 1009 1009 6865 1024 native
jagmesh2/jagmesh2.mtx 0.0090385 1009 1009 6865 1024 best
jagmesh3/jagmesh3.mtx 0.00949999 1089 1089 7361 1024 native
jagmesh3/jagmesh3.mtx 0.00933351 1089 1089 7361 1024 best
jagmesh4/jagmesh4.mtx 0.0124295 1440 1440 9504 1024 native
jagmesh4/jagmesh4.mtx 0.0125401 1440 1440 9504 1024 best
jagmesh5/jagmesh5.mtx 0.0102695 1180 1180 7750 1024 native
jagmesh5/jagmesh5.mtx 0.0103648 1180 1180 7750 1024 best
jagmesh6/jagmesh6.mtx 0.0120254 1377 1377 8993 1024 native
jagmesh6/jagmesh6.mtx 0.0122187 1377 1377 8993 1024 best
jagmesh7/jagmesh7.mtx 0.0109485 1138 1138 7450 1024 native
jagmesh7/jagmesh7.mtx 0.0105956 1138 1138 7450 1024 best
jagmesh8/jagmesh8.mtx 0.011097 1141 1141 7465 1024 native
jagmesh8/jagmesh8.mtx 0.010987 1141 1141 7465 1024 best
jagmesh9/jagmesh9.mtx 0.0113483 1349 1349 9101 1024 native
jagmesh9/jagmesh9.mtx 0.0114532 1349 1349 9101 1024 best
jgl009/jgl009.mtx 0.000120141 9 9 50 1024 native
jgl009/jgl009.mtx 0.000109481 9 9 50 1024 best
jgl011/jgl011.mtx 0.000173851 11 11 76 1024 native
jgl011/jgl011.mtx 0.000141121 11 11 76 1024 best
jpwh_991/jpwh_991.mtx 0.0181946 991 991 6027 1024 native
jpwh_991/jpwh_991.mtx 0.0185432 991 991 6027 1024 best
lns_131/lns_131.mtx 0.00172863 131 131 536 1024 native
lns_131/lns_131.mtx 0.00131119 131 131 536 1024 best
lns_3937/lns_3937.mtx 0.0381678 3937 3937 25407 1024 native
lns_3937/lns_3937.mtx 0.0382637 3937 3937 25407 1024 best
lns_511/lns_511.mtx 0.004749 511 511 2796 1024 native
lns_511/lns_511.mtx 0.00546518 511 511 2796 1024 best
lnsp3937/lnsp3937.mtx 0.0340337 3937 3937 25407 1024 native
lnsp3937/lnsp3937.mtx 0.034393 3937 3937 25407 1024 best
lnsp_131/lnsp_131.mtx 0.00153239 131 131 536 1024 native
lnsp_131/lnsp_131.mtx 0.00139357 131 131 536 1024 best
lnsp_511/lnsp_511.mtx 0.0040493 511 511 2796 1024 native
lnsp_511/lnsp_511.mtx 0.00469992 511 511 2796 1024 best
lshp1009/lshp1009.mtx 0.00900898 1009 1009 6865 1024 native
lshp1009/lshp1009.mtx 0.00901777 1009 1009 6865 1024 best
lshp1270/lshp1270.mtx 0.0110776 1270 1270 8668 1024 native
lshp1270/lshp1270.mtx 0.0111876 1270 1270 8668 1024 best
lshp1561/lshp1561.mtx 0.0135317 1561 1561 10681 1024 native
lshp1561/lshp1561.mtx 0.0136845 1561 1561 10681 1024 best
lshp1882/lshp1882.mtx 0.0161076 1882 1882 12904 1024 native
lshp1882/lshp1882.mtx 0.0161856 1882 1882 12904 1024 best
lshp2233/lshp2233.mtx 0.0191548 2233 2233 15337 1024 native
lshp2233/lshp2233.mtx 0.0191948 2233 2233 15337 1024 best
lshp2614/lshp2614.mtx 0.0225478 2614 2614 17980 1024 native
lshp2614/lshp2614.mtx 0.0225969 2614 2614 17980 1024 best
lshp3025/lshp3025.mtx 0.0258821 3025 3025 20833 1024 native
lshp3025/lshp3025.mtx 0.0259334 3025 3025 20833 1024 best
lshp3466/lshp3466.mtx 0.0298799 3466 3466 23896 1024 native
lshp3466/lshp3466.mtx 0.0298833 3466 3466 23896 1024 best
lshp_265/lshp_265.mtx 0.00343035 265 265 1753 1024 native
lshp_265/lshp_265.mtx 0.00361827 265 265 1753 1024 best
lshp_406/lshp_406.mtx 0.00462107 406 406 2716 1024 native
lshp_406/lshp_406.mtx 0.00440065 406 406 2716 1024 best
